Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2017-11-20;12932.81;13085.17;12926.13;13058.66;3754576640
2017-11-17;13051.71;13089.72;12984.67;12993.73;4207133440
2017-11-16;13024.39;13071.94;13008.02;13047.22;3647109376
2017-11-15;12963.09;12996.12;12847.88;12976.37;4432092672
2017-11-14;13101.09;13139.27;13000.15;13033.48;3648991488
2017-11-13;13150.78;13163.94;12960.65;13074.42;3943703296
2017-11-10;13206.35;13216.97;13111.65;13127.47;4610772992
2017-11-09;13378.96;13402.05;13175.22;13182.56;5662209024
2017-11-08;13404.58;13419.77;13345.11;13382.42;4166381568
2017-11-07;13517.98;13525.56;13369.85;13379.27;3757120768
2017-11-06;13459.42;13481.23;13441.66;13468.79;3314196736
2017-11-03;13476.53;13505.01;13430.22;13478.86;3667738368
2017-11-02;13448.52;13460.86;13405.91;13440.93;3934656512
2017-11-01;13342.44;13488.59;13341.3;13465.51;5515625984
2017-10-30;13227.85;13255.38;13214.6;13229.57;3229586688
2017-10-27;13186.55;13249.03;13186.55;13217.54;4845038080
2017-10-26;12955.43;13144.65;12940.83;13133.28;4729647104
2017-10-25;12998.44;13049.47;12931.22;12953.41;3460115200
2017-10-24;12998.66;13055.65;12983.38;13013.19;3653039360
2017-10-23;13014.57;13069.4;12973.43;13003.14;2843679744
2017-10-20;13057.78;13063.57;12956.42;12991.28;4064460800
2017-10-19;13036.28;13042.62;12911.58;12990.1;3730923008
2017-10-18;13012.8;13094.76;13003.92;13043.03;2803077888
2017-10-17;12995.84;13034.42;12967.35;12995.06;2883256320
2017-10-16;13017.18;13026.45;13000.38;13003.7;2401640960
2017-10-13;12995.08;13036.74;12964.35;12991.87;2750633728
2017-10-12;12977.27;13002.34;12945.07;12982.89;2814714624
2017-10-11;12965.28;12976.32;12925.24;12970.68;2694313472
2017-10-10;12959.72;12980.45;12909.28;12949.25;2743658240
2017-10-09;12975.86;12996.64;12943.55;12976.4;2230376448
2017-10-06;12979.34;12993.53;12941.15;12955.94;2877254912
2017-10-05;12950.18;12969.4;12933.56;12968.05;3257734400
2017-10-04;12955.89;12976.24;12893.75;12970.52;4415460352
2017-10-02;12866.27;12902.65;12849.59;12902.65;2997632512
2017-09-29;12725.87;12828.86;12722.38;12828.86;4643141632
2017-09-28;12682.37;12708.7;12666.03;12704.65;3131373824
2017-09-27;12630.4;12685.19;12625.55;12657.41;3169079040
2017-09-26;12557.44;12629.93;12551.87;12605.2;3113453568
2017-09-25;12573.35;12633.06;12564.84;12594.81;2733741568
2017-09-22;12569.66;12646.56;12568.8;12592.35;2943187456
2017-09-21;12601.95;12621.28;12582.04;12600.03;3017556224
2017-09-20;12550.92;12593.25;12518.22;12569.17;2994879488
2017-09-19;12556.46;12566.2;12527.9;12561.79;2757169664
2017-09-18;12593.55;12613.56;12537.07;12559.39;2313112576
2017-09-15;12525.36;12561.35;12506.94;12518.81;8478350848
2017-09-14;12524.12;12552.16;12499.55;12540.45;3496504576
2017-09-13;12489.25;12565.85;12489.25;12553.57;3332067072
2017-09-12;12527.44;12558.03;12512.59;12524.77;3249353984
2017-09-11;12381.52;12481.77;12381.33;12475.24;3402198528
2017-09-08;12261.81;12321.61;12245.33;12303.98;2494710784
2017-09-07;12284.14;12363.6;12265.51;12296.63;3748508160
2017-09-06;12071.9;12260.76;12066.84;12214.54;3502238720
2017-09-05;12125.42;12210.25;12100.26;12123.71;2907296768
2017-09-04;12051.8;12138.41;12050.53;12102.21;1721647488
2017-09-01;12101.15;12191.23;12085.31;12142.64;2914595072
2017-08-31;12098.57;12115.55;12034.18;12055.84;3191564032
2017-08-30;12026.45;12040.82;11989.61;12002.47;2261994752
2017-08-29;12031.12;12032.32;11868.84;11945.88;3785704960
2017-08-28;12105.49;12173.53;12064.36;12123.47;1632083200
2017-08-25;12194.73;12249.44;12132.5;12167.94;2310819072
2017-08-24;12196.18;12254.75;12169.54;12180.83;2514213888
2017-08-23;12227.23;12269.92;12155.74;12174.3;28639865905
2017-08-22;12151.76;12234.79;12124.15;12229.34;2657434112
2017-08-21;12105.72;12149.58;12021.7;12065.99;2467628544
2017-08-18;12103.51;12178.09;12080.74;12165.19;3535712000
2017-08-17;12236.6;12290.05;12184.27;12203.46;2679685888
2017-08-16;12250.02;12301.4;12240.83;12263.86;2648386560
2017-08-15;12208.3;12234.64;12156.87;12177.04;2171902208
2017-08-14;12100.17;12195.43;12097;12165.12;2808217600
2017-08-11;11961.6;12046.89;11934.92;12014.06;3398780416
2017-08-10;12158.69;12158.92;11993.73;12014.3;3560450048
2017-08-09;12191.37;12227.52;12100.12;12154;3881572864
2017-08-08;12239.78;12329.97;12184.59;12292.05;2745082368
2017-08-07;12305.74;12336;12225.77;12257.17;2685603072
2017-08-04;12138.09;12321.98;12123.66;12297.72;3889036032
2017-08-03;12130.76;12184.6;12099.13;12154.72;3325780224
2017-08-02;12269.9;12275;12153.54;12181.48;3465066496
2017-08-01;12147.89;12302.38;12092.06;12251.29;3475139328
2017-07-31;12141.53;12210.3;12097.36;12118.25;3492200960
2017-07-28;12151.38;12183.77;12098.57;12162.7;4001679616
2017-07-27;12230.09;12293.9;12176.02;12212.04;4196173056
2017-07-26;12260.3;12341.03;12255.74;12305.11;3431507712
2017-07-25;12228.32;12301.67;12211.14;12264.31;3213981952
2017-07-24;12228.63;12235.85;12142.01;12208.95;3894768128
2017-07-21;12424.8;12464.12;12190.89;12240.06;5815616512
2017-07-20;12514.84;12575.52;12392.19;12447.25;3928336384
2017-07-19;12468.06;12475.17;12418.67;12452.05;2826546176
2017-07-18;12540.93;12572.86;12384.61;12430.39;3561901056
2017-07-17;12652.37;12656.13;12542.96;12587.16;2271566848
2017-07-14;12642.65;12662.01;12577.33;12631.72;2885417728
2017-07-13;12614.13;12676.52;12613.52;12641.33;3498449152
2017-07-12;12469.85;12648.19;12468.16;12626.58;3768781312
2017-07-11;12479.67;12539.18;12417.85;12437.02;3022509312
2017-07-10;12464.96;12482.95;12406.2;12445.92;2576311552
2017-07-07;12376.19;12388.68;12339.91;12388.68;2885903104
2017-07-06;12474.51;12490.72;12316.43;12381.25;4394921984
2017-07-05;12432.41;12496.82;12406.69;12453.68;3311791616
2017-07-04;12413.6;12481.81;12411.56;12437.13;2354795520
2017-07-03;12396.34;12486.29;12390.73;12475.31;3124553728
2017-06-30;12424.5;12459.69;12319;12325.12;4528308224
2017-06-29;12707.48;12729.18;12396.13;12416.19;4343088640
2017-06-28;12586.06;12671.28;12536.86;12647.27;3415607808
2017-06-27;12728.5;12751.2;12644.95;12671.02;3369549824
2017-06-26;12783.89;12841.31;12752.75;12770.83;2447185152
2017-06-23;12757.97;12787.22;12677.4;12733.41;2642607616
2017-06-22;12758.66;12806.02;12717.29;12794;2794121728
2017-06-21;12792.32;12804.42;12708.99;12774.26;2611018240
2017-06-20;12938.04;12951.54;12814.76;12814.79;2895308032
2017-06-19;12849.99;12912.85;12833.01;12888.95;2855712768
2017-06-16;12746.05;12762.35;12707.59;12752.73;8844028928
2017-06-15;12801.91;12804.47;12620.9;12691.81;4548417024
2017-06-14;12798.26;12921.17;12788.7;12805.95;4139290624
2017-06-13;12739.5;12790.3;12727.83;12764.98;2894337024
2017-06-12;12760.39;12782.73;12666.39;12690.44;3596160768
2017-06-09;12711.53;12821.03;12711.53;12815.72;3179367168
2017-06-08;12688.54;12740.36;12684.71;12713.58;2979014400
2017-06-07;12659.97;12746.42;12640.52;12672.49;3527472640
2017-06-06;12768.46;12788.34;12679.58;12690.12;3494018816
2017-06-02;12735;12878.59;12734.78;12822.94;3475570432
2017-06-01;12623.61;12677.6;12621.53;12664.92;3132895232
2017-05-31;12612.52;12709.13;12582.8;12615.06;4660932608
2017-05-30;12583.82;12648.1;12567.22;12598.68;2643769088
2017-05-29;12588.8;12633.37;12578.58;12628.95;1374671360
2017-05-26;12604.4;12611.49;12529.51;12602.18;2618978048
2017-05-25;12693.84;12697.66;12543.77;12621.72;2231455232
2017-05-24;12631.39;12662.05;12617.76;12642.87;2834139392
2017-05-23;12597.54;12703.74;12593.33;12659.15;3208552704
2017-05-22;12664.97;12670.26;12571.06;12619.46;2801349376
2017-05-19;12612.3;12658.55;12596.72;12638.69;4241730560
2017-05-18;12608.19;12634.26;12489.95;12590.06;4626425856
2017-05-17;12700.12;12786.89;12587.45;12631.61;3901013248
2017-05-16;12787.69;12841.66;12776.02;12804.53;2946457600
2017-05-15;12824.05;12832.29;12729.49;12807.04;3011169024
2017-05-12;12728.84;12771;12714.38;12770.41;3859801600
2017-05-11;12767.13;12772.88;12662.49;12711.06;3718262016
2017-05-10;12728.97;12776.08;12715.67;12757.46;3548618496
2017-05-09;12732.74;12783.23;12703.96;12749.12;3417250304
2017-05-08;12758.48;12762.04;12659.7;12694.55;3520581888
2017-05-05;12601.46;12718.66;12591.75;12716.89;3931443712
2017-05-04;12552.06;12648.22;12539.71;12647.78;3838418432
2017-05-03;12502.36;12532.25;12477.87;12527.84;3395062272
2017-05-02;12478.46;12511.17;12433.51;12507.9;3786837504
2017-04-28;12417.89;12462.11;12414.1;12438.01;4240471296
2017-04-27;12440.01;12478.28;12426.99;12443.79;3976274944
2017-04-26;12466.5;12486.29;12442.37;12472.8;3511336192
2017-04-25;12457.83;12482.9;12439.11;12467.04;3745046528
2017-04-24;12296.56;12456.18;12289.37;12454.98;6189152256
2017-04-21;12032.78;12091.33;12009.12;12048.57;4279096064
2017-04-20;11968.06;12050.66;11941.57;12027.32;3071523328
2017-04-19;12014.03;12040.23;12001.86;12016.45;2923603456
2017-04-18;12135.61;12162.47;11996.74;12000.44;3319585280
2017-04-13;12137.57;12147.7;12089.94;12109;2756005888
2017-04-12;12174.96;12242.76;12123.12;12154.7;2868117760
2017-04-11;12149.4;12221.43;12049.93;12139.35;3128939264
2017-04-10;12244.5;12246.88;12178.1;12200.52;2085668096
2017-04-07;12174.51;12225.06;12144.98;12225.06;2747761920
2017-04-06;12147.37;12242.5;12119.04;12230.89;2800039680
2017-04-05;12280.06;12293.13;12212.17;12217.54;3087911168
2017-04-04;12255.72;12288.78;12225.38;12282.34;3661636608
2017-04-03;12368.82;12375.58;12256.94;12257.2;3161620224
2017-03-31;12241.57;12313.29;12230.17;12312.87;3991888640
2017-03-30;12220.64;12258.37;12200.34;12256.43;2926485248
2017-03-29;12195.86;12233.76;12180.83;12203;3387489536
2017-03-28;12062.69;12158.72;12045.17;12149.42;3204567552
2017-03-27;11957.65;11996.35;11916.07;11996.07;3037007360
2017-03-24;12033.27;12082.67;12010.33;12064.27;3150825216
2017-03-23;11914.2;12043.67;11896.68;12039.68;3014812416
2017-03-22;11870.78;11934.35;11850.27;11904.12;3632624384
2017-03-21;12083.01;12111.24;11938.42;11962.13;4164479232
2017-03-20;12050.81;12082.31;12033.24;12052.9;3016690432
2017-03-17;12039.24;12117.9;12018.27;12095.24;6839700480
2017-03-16;12140.3;12156.44;12046.07;12083.18;4289922304
2017-03-15;12000.44;12027.05;11977.32;12009.87;3230866944
2017-03-14;11987.34;12002.75;11930.38;11988.79;3455290624
2017-03-13;11954.8;12006.01;11949.03;11990.03;2785074432
2017-03-10;12018.48;12067.07;11936.81;11963.18;3578962944
2017-03-09;11923.51;12024.7;11917.78;11978.39;3781508864
2017-03-08;11922.86;12017.28;11922.31;11967.31;3586542336
2017-03-07;11963.76;11988.87;11935.33;11966.14;2710289664
2017-03-06;11956.81;11998.83;11921.57;11958.4;2979907840
2017-03-03;11998.06;12058.21;11995.4;12027.36;3248293120
2017-03-02;12052.8;12082.59;12041.9;12059.57;2877343488
2017-03-01;11915.03;12074.02;11913.84;12067.19;3904585472
2017-02-28;11847.09;11853.5;11780.83;11834.41;2882963456
2017-02-27;11858.14;11860.82;11792.51;11822.67;2441525504
2017-02-24;11920.9;11934.64;11722.35;11804.03;3961140224
2017-02-23;11994.06;12015.98;11925.88;11947.83;2880619264
2017-02-22;11989.71;12031.11;11966.02;11998.59;3820116736
2017-02-21;11817.97;11987.58;11798.48;11967.49;3242747904
2017-02-20;11831.71;11841.06;11804.72;11827.62;2027491584
2017-02-17;11759.57;11775.4;11693.7;11757.02;3721179136
2017-02-16;11778.99;11814.7;11728.38;11757.24;2769516800
2017-02-15;11834.48;11848.04;11725.38;11793.93;2945084160
2017-02-14;11766.99;11787.82;11752.68;11771.81;2499493632
2017-02-13;11697.99;11812.69;11684.91;11774.43;2599375872
2017-02-10;11698.7;11711.55;11645.13;11666.97;2758938368
2017-02-09;11584.4;11657.24;11548.18;11642.86;3498646272
2017-02-08;11546.93;11591.26;11479.78;11543.38;3444828416
2017-02-07;11498.49;11606.26;11483.83;11549.44;2854480896
2017-02-06;11628.03;11679.91;11509.58;11509.84;3605544960
2017-02-03;11636.23;11696.94;11627.98;11651.49;3025522688
2017-02-02;11628.28;11675.98;11603.65;11627.95;3666137344
2017-02-01;11646.42;11723.39;11622.6;11659.5;3874852864
2017-01-31;11692.53;11733.16;11535.31;11535.31;3955432448
2017-01-30;11786.31;11792.33;11659.35;11681.89;2920500480
2017-01-27;11841.72;11844.68;11798.26;11814.27;2860830208
2017-01-26;11867.91;11893.08;11819.76;11848.63;3425865984
2017-01-25;11677.63;11827.73;11669.3;11806.05;4289231616
2017-01-24;11554.8;11596.18;11538.05;11594.94;3009022464
2017-01-23;11545.97;11605.29;11508.83;11545.75;3007730688
2017-01-20;11568.9;11636.79;11547.04;11630.13;4065630464
2017-01-19;11624.11;11644.88;11578.91;11596.89;3037434624
2017-01-18;11592.12;11599.39;11529.76;11599.39;2718115072
2017-01-17;11521.5;11583.43;11425.14;11540;2996372224
2017-01-16;11537.45;11579.05;11535.96;11554.71;2150898688
2017-01-13;11576.78;11635.55;11554.45;11629.18;2948283392
2017-01-12;11599.24;11606.43;11491.87;11521.04;3546258432
2017-01-11;11587.53;11692.27;11524.99;11646.17;3500303360
2017-01-10;11583.24;11606.95;11544.99;11583.3;3187543296
2017-01-09;11606.89;11606.89;11522.35;11563.99;3245823488
2017-01-06;11560.52;11605.74;11547.05;11599.01;2471523072
2017-01-05;11537.73;11602.54;11537.4;11584.94;2888647680
2017-01-04;11609.53;11616.09;11531.43;11584.31;2927054336
2017-01-03;11631.7;11637.37;11561.23;11584.24;3353522432
2017-01-02;11426.38;11617.28;11414.82;11598.33;1758606720
2016-12-30;11443.31;11481.66;11405.77;11481.06;1696761472
2016-12-29;11411.36;11459.19;11404.82;11451.05;1569502592
2016-12-28;11469.45;11475.89;11459.4;11474.99;1625874944
2016-12-27;11457.91;11481.46;11451.55;11472.24;1068404352
2016-12-23;11477.23;11480.18;11409.43;11449.93;1741272064
2016-12-22;11444.41;11475.76;11428.77;11456.1;2054211712
2016-12-21;11445.23;11479.88;11440.29;11468.64;2512891392
2016-12-20;11415.3;11472.08;11406.95;11464.74;3202507264
2016-12-19;11384.03;11426.7;11380.12;11426.7;2816858624
2016-12-16;11368.64;11451.57;11357.15;11404.01;7778210304
2016-12-15;11267.03;11387.11;11267.03;11366.4;5132720128
2016-12-14;11254.47;11281.43;11235.24;11244.84;3154472448
2016-12-13;11194.67;11300.44;11191.64;11284.65;3494441984
2016-12-12;11198.42;11213.04;11141.86;11190.21;3117105152
2016-12-09;11170.18;11231.69;11145.98;11203.63;3674611456
2016-12-08;11035.76;11193.1;10990.6;11179.42;5772569600
2016-12-07;10885.05;10988.79;10873.81;10986.69;4833741824
2016-12-06;10685;10786.26;10668.67;10775.32;3531802368
2016-12-05;10494.64;10730.74;10493.62;10684.83;3561104640
2016-12-02;10436.48;10545.37;10402.59;10513.35;2917970176
2016-12-01;10593.06;10627.1;10502.54;10534.05;3309486080
2016-11-30;10615.79;10691.67;10606.04;10640.3;3830690560
2016-11-29;10562.15;10624.76;10539.23;10620.49;2609688832
2016-11-28;10655.92;10658.36;10554.94;10582.67;2385036288
2016-11-25;10700.17;10710.16;10649.37;10699.27;1948722560
2016-11-24;10689.16;10715.65;10653.62;10689.26;1866168832
2016-11-23;10718.89;10742.66;10602.21;10662.44;3234533376
2016-11-22;10745.67;10767.73;10707.87;10713.85;2864734720
2016-11-21;10697.95;10727.09;10595.14;10685.13;2611475200
2016-11-18;10735.05;10737.98;10649.12;10664.56;3546966272
2016-11-17;10640.36;10686.88;10604.32;10685.54;3116907520
2016-11-16;10726.34;10735.47;10610.27;10663.87;3527922432
2016-11-15;10720.93;10748.31;10666.17;10735.14;3245872896
2016-11-14;10750.62;10802.39;10677.09;10693.69;4044997120
2016-11-11;10702.88;10714.47;10584.31;10667.95;4375869440
2016-11-10;10710.04;10793.97;10575.96;10630.12;6150979584
2016-11-09;10181.89;10646.55;10174.92;10646.01;6392793600
2016-11-08;10449.52;10486.04;10414.83;10482.32;2596343552
2016-11-07;10410.56;10456.95;10381.14;10456.95;2778862336
2016-11-04;10281.87;10286.39;10212.53;10259.13;3140148480
2016-11-03;10341.86;10406.72;10325.88;10325.88;2981269760
2016-11-02;10443.52;10460.93;10368.2;10370.93;2972640000
2016-11-01;10724.14;10730.48;10506.39;10526.16;2668811776
2016-10-31;10658.67;10687.74;10634.34;10665.01;2577423872
2016-10-28;10634.99;10716.16;10583.57;10696.19;2751334400
2016-10-27;10691.86;10772.67;10656.18;10717.08;2955536384
2016-10-26;10726.22;10737.79;10632.29;10709.68;2761899776
2016-10-25;10786.25;10827.72;10738.36;10757.31;2842176512
2016-10-24;10743.87;10820.08;10743.87;10761.17;2616418048
2016-10-21;10710.51;10737.26;10672.35;10710.73;3216540672
2016-10-20;10665.75;10748.41;10592.89;10701.39;3199825920
2016-10-19;10626.99;10672.22;10587.71;10645.68;2494588672
2016-10-18;10560.14;10657.34;10543.69;10631.55;3010760960
2016-10-17;10544.69;10583.7;10491.28;10503.57;2246807808
2016-10-14;10450.06;10615.3;10449.47;10580.38;2953177344
2016-10-13;10425.79;10430.83;10349.06;10414.07;3069867008
2016-10-12;10572.72;10604;10503.2;10523.07;2672170752
2016-10-11;10600.94;10692.36;10568.72;10577.16;2712696320
2016-10-10;10496.01;10639.41;10454.98;10624.08;2718971392
2016-10-07;10549.69;10579.09;10465.35;10490.86;3494976000
2016-10-06;10641.13;10641.13;10537.68;10568.8;2966803456
2016-10-05;10535.62;10622.44;10486.63;10585.78;2823106048
2016-10-04;10492.97;10646.72;10492.25;10619.61;3956244992
2016-09-30;10240.69;10531.26;10189.94;10511.02;4749592576
2016-09-29;10545.6;10575.34;10370.23;10405.54;2764182016
2016-09-28;10425.89;10518.36;10417.15;10438.34;2539031296
2016-09-27;10451.4;10455.88;10265.69;10361.48;3057155328
2016-09-26;10555.19;10560.83;10385.63;10393.71;3174774528
2016-09-23;10662.49;10675.62;10610.95;10626.97;2359674368
2016-09-22;10518.53;10705.4;10517.8;10674.18;3469935104
2016-09-21;10496.43;10535.25;10427.22;10436.49;2411066112
2016-09-20;10374.68;10465.95;10371.62;10393.86;2449123584
2016-09-19;10349.87;10381.93;10326.75;10373.87;2349239296
2016-09-16;10403.67;10427.2;10262.19;10276.17;7952812544
2016-09-15;10360.84;10446.4;10337.23;10431.2;3079092480
2016-09-14;10410.3;10450.41;10369.72;10378.4;3242625280
2016-09-13;10483.07;10507.04;10382.85;10386.6;2836036864
2016-09-12;10380.46;10431.9;10299.38;10431.77;4042305024
2016-09-09;10641.81;10671.66;10539.31;10573.44;2974281472
2016-09-08;10749.82;10780.42;10570.06;10675.29;3015638016
2016-09-07;10706.86;10775.93;10659.73;10752.98;2459660544
2016-09-06;10704.89;10742.49;10657.43;10687.14;2398182656
2016-09-05;10712.17;10740.39;10671.55;10672.22;1789703040
2016-09-02;10570.7;10693.64;10516.81;10683.82;2774963200
2016-09-01;10622.33;10676.32;10492.29;10534.31;2948616960
2016-08-31;10627.18;10666.81;10591.44;10592.69;2751692288
2016-08-30;10588.71;10688.48;10588.48;10657.64;2183854336
2016-08-29;10503.88;10566.69;10441.81;10544.44;1182477312
2016-08-26;10512.21;10613.06;10484.03;10587.77;1816539776
2016-08-25;10576.56;10576.56;10470.73;10529.59;2024142848
2016-08-24;10531.14;10653.17;10515.16;10622.97;2009244672
2016-08-23;10542.95;10627;10516.27;10592.88;2115268352
2016-08-22;10528.88;10656.25;10443.48;10494.35;2223463936
2016-08-19;10613.23;10618.11;10490.96;10544.36;2791393024
2016-08-18;10613.08;10625.33;10548.97;10603.03;1973741056
2016-08-17;10694.55;10696.76;10516.05;10537.67;2395796736
2016-08-16;10666.72;10737.07;10634.68;10676.65;2665496832
2016-08-15;10719.14;10802.32;10712.13;10739.21;1480656512
2016-08-12;10718.33;10735.11;10685.52;10713.43;2033601152
2016-08-11;10687.57;10742.84;10635.42;10742.84;2432616960
2016-08-10;10676.9;10708.25;10635.11;10650.89;2930663680
2016-08-09;10438.6;10701.33;10433.79;10692.9;3070608384
2016-08-08;10407.5;10478.75;10403.47;10432.36;2379652864
2016-08-05;10242.88;10374.33;10216.64;10367.21;2934592000
2016-08-04;10237.08;10282.17;10182.4;10227.86;2842752000
2016-08-03;10150.13;10189.15;10092.53;10170.21;2587102976
2016-08-02;10328.87;10330.64;10128.98;10144.34;3217073408
2016-08-01;10426.36;10459.34;10277.37;10330.52;2482644736
2016-07-29;10320.82;10355.31;10287.32;10337.5;3123424512
2016-07-28;10309.92;10381.9;10264.39;10274.93;3620665600
2016-07-27;10314.43;10352.32;10298.4;10319.55;2957678592
2016-07-26;10199.66;10275.41;10150;10247.76;2261516032
2016-07-25;10155.2;10264.06;10125.22;10198.24;2034054016
2016-07-22;10130.51;10181.24;10073.28;10147.46;2008787072
2016-07-21;10195.4;10195.65;10090.12;10156.21;2983901184
2016-07-20;10054.54;10146.71;9991.65;10142.01;2961921792
2016-07-19;10038.95;10050.77;9923.64;9981.24;2312279296
2016-07-18;10079.03;10160.3;10011.84;10063.13;2206529792
2016-07-15;10031.18;10098.75;9987.05;10066.9;2762833408
2016-07-14;10058.49;10109.86;9984.55;10068.3;3211157248
2016-07-13;9941.99;10001.87;9919.41;9930.71;2899576832
2016-07-12;9850.4;10013.49;9841.11;9964.07;3258404864
2016-07-11;9744.8;9841.86;9690.18;9833.41;2618308096
2016-07-08;9392.2;9655.92;9389.05;9629.66;2977126912
2016-07-07;9437.47;9507.91;9399.69;9418.78;2757468672
2016-07-06;9449.57;9530.59;9304.01;9373.26;3779172096
2016-07-05;9656.05;9659.41;9506.84;9532.61;3142076416
2016-07-04;9797.66;9808.99;9701.15;9709.09;2062938880
2016-07-01;9742.84;9806.47;9657.63;9776.12;3220519936
2016-06-30;9566.07;9695.59;9513.52;9680.09;3963569664
2016-06-29;9557.69;9640.39;9506.29;9612.27;
2016-06-28;9458.38;9554.41;9419.38;9447.28;4223710720
2016-06-27;9516.92;9589.28;9214.1;9268.66;6232750592
2016-06-24;9237.62;9720.12;9226.15;9557.16;10727238656
2016-06-23;10122.47;10340.84;10104.92;10257.03;3614504704
2016-06-22;10084.74;10149.81;10043.68;10071.06;2627471872
2016-06-21;9943.84;10051.07;9930.1;10015.54;2669011712
2016-06-20;9850.59;9996.56;9850.59;9962.02;3230448128
2016-06-17;9620.92;9705.29;9578.15;9631.36;5196787200
2016-06-16;9480.43;9582.38;9432.87;9550.47;3340589824
2016-06-15;9589.47;9665.21;9567.15;9606.71;3157686784
2016-06-14;9595.17;9620.84;9507.51;9519.2;3568644608
2016-06-13;9715.78;9755.23;9657.44;9657.44;3285810432
2016-06-10;10024.69;10026.49;9819.12;9834.62;3452808960
2016-06-09;10184.48;10187.07;10050.03;10088.87;2928315904
2016-06-08;10246.49;10266.37;10177.44;10217.03;2213014784
2016-06-07;10196.17;10312.53;10183.19;10287.68;2719123712
2016-06-06;10105.09;10148.96;10092.86;10121.08;1713726336
2016-06-03;10237.58;10282.72;10040.87;10103.26;3209622784
2016-06-02;10199.2;10241.75;10156.86;10208;2365217280
2016-06-01;10242.78;10283.82;10160.24;10204.44;2818397440
2016-05-31;10356.14;10365.24;10243.22;10262.74;3906625536
2016-05-30;10293.43;10338.41;10286.33;10333.23;1423674240
2016-05-27;10257.91;10298.76;10241.98;10286.31;2495395328
2016-05-26;10213.87;10286.23;10207.09;10272.71;2742720256
2016-05-25;10143.37;10233.06;10130.68;10205.21;3552722176
2016-05-24;9798.94;10077.65;9773.8;10057.31;3600445440
2016-05-23;9891.38;9971.74;9811.74;9842.29;3177647360
2016-05-20;9878.49;9921.59;9852.71;9916.02;3153354240
2016-05-19;9847.64;9899.86;9773.72;9795.89;3685027328
2016-05-18;9828.05;9946.27;9811.86;9943.23;2606481920
2016-05-17;10016.79;10080.31;9846.91;9890.19;3306354432
2016-05-13;9794.83;9979.93;9767.94;9952.9;3125328384
2016-05-12;9899.9;10078.19;9838.12;9862.12;3753891072
2016-05-11;10055.4;10055.7;9950.11;9975.32;2813027328
2016-05-10;10057.53;10106.93;9994.58;10045.44;2903499008
2016-05-09;9929.19;10068.53;9878.71;9980.49;2658690304
2016-05-06;9805.39;9917.63;9737;9869.95;3196742912
2016-05-05;9849.7;9921.37;9805.55;9851.86;2460943616
2016-05-04;9925.25;9959.42;9812.73;9828.25;3572359680
2016-05-03;10052.55;10061.95;9918.43;9926.77;3855804672
2016-05-02;10091.17;10153.9;10066.34;10123.27;2498756608
2016-04-29;10235.47;10252.08;10038.97;10038.97;4493308928
2016-04-28;10222.11;10331.93;10125.52;10321.15;3416793600
2016-04-27;10283.1;10323.25;10220.57;10299.83;3632449536
2016-04-26;10359.77;10385.23;10213.55;10259.59;2788585472
2016-04-25;10379.16;10399.3;10233.42;10294.35;2705661440
2016-04-22;10377.22;10422.86;10324.83;10373.49;3424083968
2016-04-21;10456.99;10474.38;10341.97;10435.73;3744342016
2016-04-20;10312.64;10440.13;10304.14;10421.29;3374121472
2016-04-19;10170.18;10370.8;10150.67;10349.59;3702526976
2016-04-18;9933.7;10147.85;9920.9;10120.31;2408077824
2016-04-15;10063.89;10070.04;10020.34;10051.57;3134910464
2016-04-14;10042.28;10098.44;10016.17;10093.65;2842146560
2016-04-13;9901.13;10026.1;9893.42;10026.1;3679041024
2016-04-12;9716.75;9770.47;9617.83;9761.47;2382229248
2016-04-11;9595.56;9751.93;9524.66;9682.99;2599766528
2016-04-08;9576.4;9675.03;9572.57;9622.26;2700078848
2016-04-07;9648.55;9702.18;9484.75;9530.62;2934446080
2016-04-06;9582.46;9635.91;9505.9;9624.51;3160854016
2016-04-05;9647.81;9661.3;9553.17;9563.36;3505048832
2016-04-04;9789.77;9907.05;9732.82;9822.08;2523389440
2016-04-01;9833.26;9851.31;9675.5;9794.64;3617976576
2016-03-31;9997.44;10021.34;9947.02;9965.51;2950319872
2016-03-30;9951.68;10097.7;9947.26;10046.61;2897283328
2016-03-29;9900.88;9947.03;9808.48;9887.94;2262522112
2016-03-24;9974.6;9977.99;9845.37;9851.35;2682001152
2016-03-23;10046.94;10112.17;9964.63;10022.93;3017941760
2016-03-22;9836.28;9990;9762.57;9990;2793933568
2016-03-21;9893.26;10095.46;9863.83;9948.64;2869096704
2016-03-18;9905.67;9961.48;9822.52;9950.8;8494747648
2016-03-17;10051.69;10055.29;9753.04;9892.2;3903401728
2016-03-16;9971.04;10021.7;9917.92;9983.41;3237577216
2016-03-15;9941.46;9973.58;9890.12;9933.85;2655412992
2016-03-14;9948.21;10039.61;9936.06;9990.26;3042022912
2016-03-11;9672.05;9833.9;9642.79;9831.13;3800439296
2016-03-10;9697.64;9995.84;9498.15;9498.15;6030106624
2016-03-09;9700.16;9838.95;9679.19;9723.09;3439289856
2016-03-08;9688.47;9785.05;9617.69;9692.82;3311015680
2016-03-07;9764.08;9803.73;9690;9778.93;2519621888
2016-03-04;9800.86;9899.11;9742.76;9824.17;3380773376
2016-03-03;9807.06;9808.52;9709.68;9751.92;3003942400
